id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
1276,"Wallace, Wyatt and Patel","12163 Matthew Mews Suite 580
Port Wendy, OR 29278",S.r.l. a socio unico,292-78-3183,"[{""year"": 2016, ""revenue"": 869318.65, ""profit"": 129669.97}, {""year"": 2017, ""revenue"": 625653.31, ""profit"": 278308.79}, {""year"": 2018, ""revenue"": 625132.49, ""profit"": 27673.48}]",[84],"[81, 51]","[667, 229, 424]",[15820],"[3754, 2575]"
1277,Sanchez PLC,"6704 Mcclure Trail Suite 713
South Raventown, MP 30442",S.p.A.,097-68-1272,"[{""year"": 2022, ""revenue"": 763538.66, ""profit"": 283598.63}, {""year"": 2018, ""revenue"": 189839.27, ""profit"": 353671.17}, {""year"": 2023, ""revenue"": 862710.07, ""profit"": 303050.45}, {""year"": 2017, ""revenue"": 960000.58, ""profit"": 54538.62}, {""year"": 2020, ""revenue"": 245027.5, ""profit"": 479377.86}]","[88, 60, 23]","[66, 25, 57, 74, 34, 62, 73, 59, 18]",[313],"[11774, 12459, 7686, 5104]",[4812]
1278,Walters PLC,"112 Franco Cliff
South Cheryl, PW 38417",Cooperative,234-30-3330,"[{""year"": 2018, ""revenue"": 231009.77, ""profit"": 24096.5}, {""year"": 2019, ""revenue"": 509109.01, ""profit"": 241171.65}, {""year"": 2015, ""revenue"": 890747.45, ""profit"": 118564.57}, {""year"": 2019, ""revenue"": 529747.08, ""profit"": 470380.8}]","[75, 2, 77]","[22, 39, 42, 1, 25, 55]","[332, 474]","[10425, 464]",[2273]
1279,Hughes Inc,"744 Adams Terrace
Port Daniel, OK 80443",S.r.l. a socio unico,333-18-9635,"[{""year"": 2016, ""revenue"": 864206.3, ""profit"": 125277.18}, {""year"": 2021, ""revenue"": 511767.3, ""profit"": 458641.34}, {""year"": 2017, ""revenue"": 25978.63, ""profit"": 335387.96}, {""year"": 2017, ""revenue"": 988749.7, ""profit"": 98907.54}]",[23],"[49, 78, 73, 35, 68]",[899],"[15723, 2458, 11640, 18821, 2440]","[2260, 4864, 3985]"
1280,Nash-Eaton,"4588 Carol Centers Apt. 247
Marshallville, CO 19811",S.r.l. a socio unico,335-12-2536,"[{""year"": 2021, ""revenue"": 121459.7, ""profit"": 112346.52}, {""year"": 2019, ""revenue"": 287481.62, ""profit"": 181123.24}, {""year"": 2017, ""revenue"": 524120.11, ""profit"": 274161.01}, {""year"": 2015, ""revenue"": 944218.08, ""profit"": 374474.25}, {""year"": 2016, ""revenue"": 215893.25, ""profit"": 273211.45}]","[76, 69]",[21],"[359, 764, 770]",[13301],"[2895, 4562]"
1281,Jackson-White,"33301 James Circles Suite 179
Danaville, TX 57065",S.n.C.,764-62-0074,"[{""year"": 2021, ""revenue"": 272324.14, ""profit"": 79474.94}, {""year"": 2022, ""revenue"": 261105.35, ""profit"": 497036.41}]","[34, 54]","[72, 73, 83, 86, 7, 89, 84, 25, 49, 82]","[759, 429, 561]",[11430],"[4534, 1716]"
1282,Frye-Barnes,"140 Parsons Isle Suite 717
North Matthewmouth, GA 77641",Onlus,414-69-9827,"[{""year"": 2021, ""revenue"": 67845.0, ""profit"": 439663.0}, {""year"": 2018, ""revenue"": 836671.43, ""profit"": 398355.83}]","[11, 94]","[42, 57, 31, 99, 89, 16, 96, 18]",[265],"[10761, 17957, 711, 1991, 16602]","[1160, 39]"
1283,"Griffin, Shaw and Bush","80655 Snow Shores Apt. 114
Walkerchester, WY 36430",Cooperative,449-65-8156,"[{""year"": 2015, ""revenue"": 127535.25, ""profit"": 377672.8}, {""year"": 2016, ""revenue"": 505236.19, ""profit"": 197906.57}, {""year"": 2022, ""revenue"": 258210.47, ""profit"": 320931.41}]","[27, 86]","[52, 4]",[513],"[19281, 16069, 9681]","[4971, 3270, 187]"
1284,Wright-Martinez,"15130 Dickson Court
East Cherylburgh, NE 11389",S.r.l.,325-07-5025,"[{""year"": 2015, ""revenue"": 38289.34, ""profit"": 474971.69}, {""year"": 2023, ""revenue"": 97530.12, ""profit"": 419879.4}, {""year"": 2018, ""revenue"": 684314.7, ""profit"": 355519.2}, {""year"": 2016, ""revenue"": 920349.48, ""profit"": 355129.83}, {""year"": 2022, ""revenue"": 90020.15, ""profit"": 245926.48}]","[34, 16, 18]","[80, 9, 94, 54]",[476],"[5541, 2722]",[4663]
1285,Hudson and Sons,"620 Smith Roads
Carlsonchester, HI 37984",S.r.l.,242-23-3981,"[{""year"": 2020, ""revenue"": 658113.09, ""profit"": 23908.38}, {""year"": 2020, ""revenue"": 445726.4, ""profit"": 9081.11}, {""year"": 2022, ""revenue"": 131339.74, ""profit"": 302772.82}, {""year"": 2019, ""revenue"": 761865.48, ""profit"": 479194.89}, {""year"": 2021, ""revenue"": 612011.12, ""profit"": 240697.45}]","[97, 38, 3]","[32, 94, 58, 57, 18, 82, 47, 14]",[836],"[3790, 3995, 13306, 17242]","[4425, 1526, 3271]"
1286,"Davidson, Smith and Fernandez","539 Spencer Lodge
East Amy, PW 83679",S.a.S.,049-55-0467,"[{""year"": 2022, ""revenue"": 282996.85, ""profit"": 218372.91}, {""year"": 2015, ""revenue"": 656513.41, ""profit"": 41475.65}, {""year"": 2021, ""revenue"": 679670.68, ""profit"": 193507.93}, {""year"": 2017, ""revenue"": 577093.04, ""profit"": 404369.49}]","[67, 5, 79]","[41, 43, 82, 15, 80, 6, 18]",[101],"[820, 3219, 5046, 2110, 14234]","[3128, 3033]"
1287,"Chavez, Fuller and Hogan","05929 Linda Estates
Younghaven, WI 87217",Onlus,879-51-3740,"[{""year"": 2019, ""revenue"": 611202.85, ""profit"": 209448.19}, {""year"": 2022, ""revenue"": 542977.81, ""profit"": 12056.53}]","[14, 25, 85]","[66, 96, 11, 72, 86]","[307, 393, 144]","[17716, 10325, 9806]","[139, 3086, 689]"
1288,Bradford-Robinson,"15093 Gutierrez Forest
West Dwaynetown, OH 33105",S.r.l. a socio unico,589-87-4992,"[{""year"": 2020, ""revenue"": 344955.1, ""profit"": 120108.37}, {""year"": 2022, ""revenue"": 254133.52, ""profit"": 81725.43}, {""year"": 2020, ""revenue"": 385110.65, ""profit"": 376664.58}]","[11, 39]","[95, 82, 93, 2, 50, 13, 4, 73, 28, 37]",[741],"[3806, 17630, 2687, 19713, 19336]",[3323]
1289,Williams-Donaldson,"547 Diaz Roads
Harrisside, OK 73248",Onlus,473-83-5631,"[{""year"": 2022, ""revenue"": 896483.74, ""profit"": 285392.64}, {""year"": 2017, ""revenue"": 182985.94, ""profit"": 310258.12}, {""year"": 2016, ""revenue"": 325176.48, ""profit"": 122456.61}, {""year"": 2021, ""revenue"": 454954.36, ""profit"": 382424.08}, {""year"": 2022, ""revenue"": 855213.0, ""profit"": 353442.63}]","[81, 83]","[91, 56, 70, 92, 98, 38, 39, 17]",[195],"[17790, 10397, 5494, 19883]","[3940, 4481]"
1290,Olsen-Sharp,"337 Hernandez Junctions Apt. 771
New Haleystad, NV 96704",Onlus,651-97-5905,"[{""year"": 2021, ""revenue"": 452875.19, ""profit"": 390345.68}]",[70],"[35, 74, 36, 5, 33, 34]",[683],"[19593, 503, 2511, 13487, 10086]","[3836, 3465]"
1291,"Nunez, Morris and Elliott","6671 Wade Cove Apt. 688
Scottchester, MP 18145",Onlus,260-38-8554,"[{""year"": 2023, ""revenue"": 503052.18, ""profit"": 493638.66}, {""year"": 2020, ""revenue"": 56713.31, ""profit"": 329401.57}, {""year"": 2020, ""revenue"": 79490.35, ""profit"": 39326.71}, {""year"": 2015, ""revenue"": 172443.33, ""profit"": 19596.28}]","[24, 65, 27]","[3, 20, 90, 46, 39]","[575, 621]",[11138],"[3627, 2933]"
1292,Ramsey PLC,"0679 Robert Avenue
Susanfurt, GU 85903",Onlus,744-51-5516,"[{""year"": 2015, ""revenue"": 213921.68, ""profit"": 189752.43}, {""year"": 2020, ""revenue"": 492469.98, ""profit"": 329209.23}, {""year"": 2018, ""revenue"": 621687.75, ""profit"": 224865.68}, {""year"": 2017, ""revenue"": 923482.8, ""profit"": 115002.68}, {""year"": 2020, ""revenue"": 895679.97, ""profit"": 2127.93}]","[69, 32, 87]","[65, 81]","[563, 330, 554]",[10712],[4646]
1293,Lopez and Sons,"06427 Alice Well Apt. 780
West David, NE 16526",S.p.A.,084-39-3390,"[{""year"": 2020, ""revenue"": 544807.22, ""profit"": 94984.33}, {""year"": 2023, ""revenue"": 178877.24, ""profit"": 356029.97}, {""year"": 2021, ""revenue"": 516368.83, ""profit"": 60700.38}, {""year"": 2017, ""revenue"": 222599.45, ""profit"": 77338.79}, {""year"": 2017, ""revenue"": 503700.02, ""profit"": 414440.47}]","[75, 100, 94]","[63, 10, 6]","[284, 819, 473]","[3818, 4486]",[3014]
1294,Murphy PLC,"Unit 0350 Box 9654
DPO AE 59251",S.r.l. a socio unico,190-42-5545,"[{""year"": 2023, ""revenue"": 768783.73, ""profit"": 225022.21}, {""year"": 2019, ""revenue"": 168532.81, ""profit"": 91113.64}]",[4],"[3, 15, 70, 46, 13, 33, 23, 37]","[79, 244, 281]","[9927, 7366, 16587]","[3810, 353, 3732]"
1295,Jordan-Hardy,"317 Tran Springs
Port Stevenbury, SD 99659",S.r.l.,065-40-8823,"[{""year"": 2020, ""revenue"": 145430.53, ""profit"": 174697.49}, {""year"": 2021, ""revenue"": 509630.06, ""profit"": 348935.36}, {""year"": 2015, ""revenue"": 146168.54, ""profit"": 342591.94}]","[40, 97, 93]","[1, 11, 32, 61, 19, 35, 23, 33, 76]","[578, 370, 325]","[14987, 11629]",[1322]
1296,Jones Group,"955 Cheryl Summit
Diazberg, WV 98572",Cooperative,588-10-8737,"[{""year"": 2020, ""revenue"": 403365.2, ""profit"": 292644.34}, {""year"": 2019, ""revenue"": 970994.29, ""profit"": 414969.58}, {""year"": 2018, ""revenue"": 594719.52, ""profit"": 448473.18}, {""year"": 2023, ""revenue"": 221679.95, ""profit"": 289424.77}]","[44, 80, 57]",[76],"[911, 447, 813]","[16884, 4002, 56, 16431, 15865]","[4164, 3630, 3316]"
1297,Watson-Flynn,"864 Mcconnell Canyon
Port Seanborough, IN 17421",S.a.S.,287-89-3390,"[{""year"": 2019, ""revenue"": 240758.19, ""profit"": 430411.3}, {""year"": 2016, ""revenue"": 735053.1, ""profit"": 336230.62}, {""year"": 2018, ""revenue"": 583654.97, ""profit"": 189914.49}, {""year"": 2020, ""revenue"": 825342.41, ""profit"": 84729.76}]","[21, 19, 63]","[57, 87]",[750],"[13131, 4631]","[1830, 640]"
1298,Hayes-Martin,"916 Ellis Square Suite 876
Walkerfurt, CT 60855",S.r.l. a socio unico,220-50-1093,"[{""year"": 2018, ""revenue"": 113630.43, ""profit"": 34764.3}, {""year"": 2021, ""revenue"": 442806.9, ""profit"": 150818.8}, {""year"": 2017, ""revenue"": 40260.84, ""profit"": 285364.59}, {""year"": 2016, ""revenue"": 299871.18, ""profit"": 446010.41}, {""year"": 2020, ""revenue"": 831442.49, ""profit"": 54014.1}]",[96],"[23, 1, 64, 97]","[703, 1000, 709]","[19172, 3014, 1322, 5423, 18162]","[991, 4083, 2215]"
1299,Green Inc,"953 Ross Landing Suite 419
Port Gene, WY 87452",S.n.C.,808-75-4003,"[{""year"": 2016, ""revenue"": 810020.47, ""profit"": 202511.67}, {""year"": 2021, ""revenue"": 179648.6, ""profit"": 93677.56}, {""year"": 2019, ""revenue"": 633900.78, ""profit"": 349871.38}]","[23, 87]","[7, 20, 40]","[152, 662, 851]",[9952],"[2956, 4140]"
1300,Thomas PLC,"28525 Elizabeth Vista Apt. 651
Lake Marisa, AZ 47817",S.n.C.,040-61-8587,"[{""year"": 2019, ""revenue"": 662900.46, ""profit"": 25378.67}, {""year"": 2019, ""revenue"": 421114.29, ""profit"": 45207.15}]","[30, 60]","[13, 46, 72, 74, 53, 64]","[730, 91]","[14381, 2237, 4898]",[2748]
1301,"Carroll, Robinson and Evans","9528 Joshua Squares Suite 676
Danielview, MI 82948",Onlus,888-40-2823,"[{""year"": 2018, ""revenue"": 873785.97, ""profit"": 258666.11}, {""year"": 2015, ""revenue"": 418978.21, ""profit"": 387090.41}, {""year"": 2015, ""revenue"": 728045.17, ""profit"": 415623.55}, {""year"": 2016, ""revenue"": 151091.39, ""profit"": 326308.17}]",[66],"[8, 59, 52, 56, 21, 23, 69, 40]","[257, 103]","[14855, 14273, 9799, 6610]",[388]
1302,Lopez Group,"235 Price Mill
Frankview, HI 13527",S.r.l.,473-03-5813,"[{""year"": 2020, ""revenue"": 715461.05, ""profit"": 84420.79}, {""year"": 2020, ""revenue"": 959493.03, ""profit"": 288718.86}, {""year"": 2020, ""revenue"": 713831.52, ""profit"": 482825.61}]","[64, 9, 54]","[65, 92, 63, 94]","[287, 290]","[19175, 15125]","[1741, 1231, 568]"
1303,"Weber, Hansen and Copeland","469 Laura Hollow
West Melissa, VT 62192",Onlus,605-75-3868,"[{""year"": 2016, ""revenue"": 787097.06, ""profit"": 396574.81}]",[98],"[88, 57, 23, 9, 79, 27]","[1000, 204]","[10272, 1091, 11963]","[1701, 587, 2481]"
1304,Contreras LLC,"669 Scott Branch
Kevinstad, ID 43683",Cooperative,612-20-7550,"[{""year"": 2016, ""revenue"": 223452.72, ""profit"": 162677.25}]",[79],"[63, 97, 52, 71, 59, 13, 74, 57, 62, 40]",[615],"[12482, 8635, 12854]","[711, 4289, 952]"
1305,Benson-Mcgrath,"861 Fisher Trafficway
Loganfurt, IN 20741",Cooperative,653-21-1025,"[{""year"": 2020, ""revenue"": 294283.74, ""profit"": 362625.45}]","[62, 1, 43]","[15, 24, 53, 47, 55, 4, 72]",[270],[19863],"[4759, 3824]"
1306,Smith Ltd,"PSC 9291, Box 1880
APO AP 30955",Onlus,693-26-2139,"[{""year"": 2021, ""revenue"": 892592.2, ""profit"": 485755.63}, {""year"": 2020, ""revenue"": 114459.85, ""profit"": 128795.72}, {""year"": 2016, ""revenue"": 954688.79, ""profit"": 397615.67}, {""year"": 2017, ""revenue"": 197790.55, ""profit"": 263187.8}, {""year"": 2019, ""revenue"": 410168.79, ""profit"": 300161.24}]",[15],"[46, 1, 96, 52]",[790],"[7090, 591, 1970]","[4061, 3846]"
1307,Chung Group,"1999 Cooper Circle Apt. 778
South Kevinberg, MH 58023",S.r.l. a socio unico,730-94-0072,"[{""year"": 2017, ""revenue"": 603848.46, ""profit"": 26473.96}, {""year"": 2021, ""revenue"": 212563.13, ""profit"": 303902.07}, {""year"": 2016, ""revenue"": 89547.1, ""profit"": 104653.99}, {""year"": 2016, ""revenue"": 130089.74, ""profit"": 332877.1}, {""year"": 2016, ""revenue"": 251833.76, ""profit"": 84173.63}]","[37, 20]","[8, 50, 37, 55, 85, 75, 77, 29, 42, 40]",[500],"[17593, 381, 7550, 12712]",[4871]
1308,Johnston-Hampton,"9871 Dunn Track Apt. 027
North Hannah, OK 03955",Cooperative,054-92-6430,"[{""year"": 2023, ""revenue"": 866083.35, ""profit"": 387492.94}, {""year"": 2019, ""revenue"": 137544.31, ""profit"": 382721.18}, {""year"": 2023, ""revenue"": 255904.43, ""profit"": 194920.27}, {""year"": 2015, ""revenue"": 957963.61, ""profit"": 260581.7}]","[31, 51]","[10, 27, 24, 79]","[116, 890, 826]","[3523, 2583, 14705, 15860]","[226, 4846]"
1309,"Johnson, Stanley and Mason","36408 Allen Courts
Lake Dawn, RI 76561",S.p.A.,527-77-1727,"[{""year"": 2020, ""revenue"": 267029.85, ""profit"": 54256.67}, {""year"": 2018, ""revenue"": 24076.56, ""profit"": 340012.32}, {""year"": 2022, ""revenue"": 665568.33, ""profit"": 473711.16}, {""year"": 2019, ""revenue"": 492865.86, ""profit"": 357813.4}]","[42, 98]","[31, 1, 4, 65]","[543, 386]","[7224, 17128, 15901, 17902, 6076]",[1809]
1310,Mata PLC,"0894 Harold Loop
Port Mark, GU 24060",Onlus,429-41-9851,"[{""year"": 2016, ""revenue"": 297423.25, ""profit"": 173853.76}]",[49],"[35, 5, 79, 90, 80]","[384, 425, 456]",[5462],[3204]
1311,"Huber, Sims and Hutchinson","74754 Kylie Inlet
Lake Joelberg, MP 94390",S.r.l.,394-13-6813,"[{""year"": 2022, ""revenue"": 494288.54, ""profit"": 370385.38}]","[89, 50, 88]",[2],"[829, 269]","[19850, 13905, 11199]","[2456, 3096]"
1312,Morrow and Sons,"07487 Fowler Vista Apt. 553
Sarahville, PA 66130",S.p.A.,755-21-3103,"[{""year"": 2021, ""revenue"": 890652.39, ""profit"": 272532.7}, {""year"": 2022, ""revenue"": 57797.13, ""profit"": 370109.76}, {""year"": 2017, ""revenue"": 815277.08, ""profit"": 258329.88}]","[22, 81, 43]","[41, 15, 42, 25, 70, 79, 100, 87, 82]",[600],"[15916, 12730, 17625, 2383, 18796]","[148, 1198, 1306]"
1313,"Frost, Lane and Ewing","9164 Stein Landing
Ericland, IA 90096",S.a.S.,386-38-9843,"[{""year"": 2019, ""revenue"": 793445.88, ""profit"": 318778.28}, {""year"": 2016, ""revenue"": 235637.4, ""profit"": 115365.88}]","[30, 20]","[32, 67, 79, 80, 51, 76, 84, 92, 1]",[768],"[19003, 11957, 11515]","[2369, 165, 598]"
1314,"Collins, Sharp and Smith","2941 Brandon Turnpike Apt. 309
Connershire, MH 35110",S.r.l. a socio unico,819-68-6676,"[{""year"": 2022, ""revenue"": 679512.66, ""profit"": 451347.57}, {""year"": 2021, ""revenue"": 478148.7, ""profit"": 187873.15}, {""year"": 2023, ""revenue"": 536837.74, ""profit"": 292659.59}, {""year"": 2020, ""revenue"": 334520.29, ""profit"": 438333.27}, {""year"": 2020, ""revenue"": 757293.65, ""profit"": 239254.73}]","[51, 32, 24]","[7, 14, 51, 17, 91, 85, 56]","[139, 781]","[10947, 9292, 28]","[1432, 2001, 3944]"
1315,Lee-Morris,"429 Carrie Estate
South Monicahaven, NM 51847",S.n.C.,702-89-5882,"[{""year"": 2020, ""revenue"": 540144.03, ""profit"": 290171.12}, {""year"": 2022, ""revenue"": 313236.15, ""profit"": 381391.96}]","[60, 79]","[38, 1, 93]",[882],"[15090, 5606, 6837, 4847]",[4190]
1316,Sutton-Kelley,"98982 Carrie Rapids Apt. 009
Brooksshire, PR 56468",S.n.C.,864-25-2016,"[{""year"": 2015, ""revenue"": 897231.18, ""profit"": 156793.43}]","[48, 2, 14]","[74, 20, 79, 32, 35, 82, 61, 80, 2, 36]",[174],"[3350, 17832, 14352, 16955, 13461]",[1119]
1317,"Phillips, Molina and Holmes","955 Kim Summit Suite 706
South Janiceshire, NV 09426",S.a.S.,863-32-2076,"[{""year"": 2015, ""revenue"": 143474.11, ""profit"": 326582.68}, {""year"": 2019, ""revenue"": 550459.29, ""profit"": 267928.05}, {""year"": 2023, ""revenue"": 466911.84, ""profit"": 299625.05}]","[8, 28, 35]","[44, 33, 63, 25, 77, 35, 18]","[111, 763, 152]","[4955, 14782, 10165, 18956, 17367]",[3778]
1318,Pierce LLC,"9907 Hill Lakes
Lake Jasonmouth, MS 28213",S.a.S.,378-81-7601,"[{""year"": 2022, ""revenue"": 832639.57, ""profit"": 136359.58}, {""year"": 2017, ""revenue"": 473133.39, ""profit"": 279079.0}, {""year"": 2017, ""revenue"": 796581.58, ""profit"": 469516.66}, {""year"": 2018, ""revenue"": 793662.97, ""profit"": 400322.88}]","[88, 15, 2]","[96, 31, 72]","[647, 78, 139]",[19916],"[1254, 1780, 4925]"
1319,Morgan-Medina,"5274 Mckay Crossroad
Petersonbury, MO 46933",Cooperative,690-78-0581,"[{""year"": 2022, ""revenue"": 124851.76, ""profit"": 235050.36}, {""year"": 2022, ""revenue"": 482634.74, ""profit"": 334975.12}, {""year"": 2020, ""revenue"": 208773.06, ""profit"": 188189.47}, {""year"": 2016, ""revenue"": 220793.66, ""profit"": 348333.83}, {""year"": 2017, ""revenue"": 762552.52, ""profit"": 309070.84}]","[22, 62, 38]","[75, 55, 9, 45, 7, 79, 36, 74, 59, 64]","[506, 332, 339]","[18857, 9367]",[3793]
1320,Wright-Parker,"PSC 8378, Box 5197
APO AA 38407",S.a.S.,820-96-7422,"[{""year"": 2019, ""revenue"": 765523.31, ""profit"": 415043.07}, {""year"": 2016, ""revenue"": 894683.22, ""profit"": 228294.01}, {""year"": 2017, ""revenue"": 152346.51, ""profit"": 440101.68}, {""year"": 2020, ""revenue"": 652083.55, ""profit"": 370249.73}]",[18],"[70, 35, 93, 68, 24, 25]","[812, 121, 40]","[10570, 2582]","[4770, 4624]"
1321,Morris-Ramirez,"17127 Jason Vista Apt. 676
Joanfurt, AZ 55395",Onlus,821-49-0220,"[{""year"": 2019, ""revenue"": 803755.03, ""profit"": 102019.7}]","[95, 11]","[86, 36, 76, 52, 17, 39, 78]",[713],"[9469, 17340]",[151]
1322,Molina-Luna,"61513 Greene Junction
Kimberlymouth, HI 70490",S.p.A.,592-52-0066,"[{""year"": 2018, ""revenue"": 666960.33, ""profit"": 98895.39}, {""year"": 2020, ""revenue"": 332693.42, ""profit"": 331869.98}, {""year"": 2023, ""revenue"": 147288.91, ""profit"": 321002.57}]","[62, 10, 4]","[56, 100]","[295, 890]","[4072, 19544]",[1587]
1323,Greer-Hurley,"USS Chan
FPO AA 45273",Onlus,655-54-8690,"[{""year"": 2021, ""revenue"": 805215.57, ""profit"": 124697.92}, {""year"": 2020, ""revenue"": 309870.53, ""profit"": 382254.67}, {""year"": 2022, ""revenue"": 70670.82, ""profit"": 114645.88}, {""year"": 2018, ""revenue"": 730176.51, ""profit"": 95922.55}]","[81, 59, 16]",[64],"[751, 906, 442]","[1766, 3470]","[4334, 594]"
1324,"Johnson, Klein and Rivera","44126 Scott Branch Suite 760
Cooperborough, WY 30420",S.a.S.,596-09-4614,"[{""year"": 2022, ""revenue"": 448903.62, ""profit"": 313119.38}, {""year"": 2019, ""revenue"": 792510.71, ""profit"": 83992.31}, {""year"": 2020, ""revenue"": 971155.38, ""profit"": 420959.22}, {""year"": 2020, ""revenue"": 264838.93, ""profit"": 227017.17}, {""year"": 2021, ""revenue"": 919833.96, ""profit"": 379486.33}]","[78, 1, 39]","[64, 73]",[839],"[8371, 8209, 16812, 7028, 5195]","[4870, 3018]"
1325,"Potter, Weber and Vazquez","56838 Smith Common
West Maryview, IL 03335",Onlus,451-97-8011,"[{""year"": 2020, ""revenue"": 561256.66, ""profit"": 73216.61}]","[52, 15, 73]","[44, 92, 16, 64, 57, 55, 33, 67]",[797],"[5568, 13040, 358, 3202, 308]","[4580, 2666]"
1326,Martin Inc,"52464 Dean Fields Apt. 089
New Erikton, NE 14907",S.p.A.,481-18-0863,"[{""year"": 2019, ""revenue"": 667564.93, ""profit"": 216154.23}, {""year"": 2017, ""revenue"": 584294.06, ""profit"": 430238.88}, {""year"": 2018, ""revenue"": 468134.75, ""profit"": 221372.16}]","[24, 27, 51]","[100, 53]",[228],"[4942, 6175, 18708, 4774, 14905]",[747]
1327,"Merritt, Hill and Solomon","453 Howard Mount
Samanthashire, ME 32264",S.r.l. a socio unico,584-93-4886,"[{""year"": 2021, ""revenue"": 848458.75, ""profit"": 87603.18}, {""year"": 2015, ""revenue"": 726882.08, ""profit"": 234910.43}, {""year"": 2016, ""revenue"": 994254.55, ""profit"": 411202.66}, {""year"": 2016, ""revenue"": 628309.78, ""profit"": 82441.85}, {""year"": 2022, ""revenue"": 862871.48, ""profit"": 303280.09}]",[99],"[72, 92, 82]","[573, 203, 329]","[8863, 2830, 19735, 18484]","[347, 4509]"
1328,"Lawson, Lowe and Johnson","18956 Jones Orchard
Rhodesview, MH 10854",Onlus,311-12-2928,"[{""year"": 2017, ""revenue"": 410776.73, ""profit"": 414246.24}]","[56, 70]",[71],[993],"[1117, 15208, 9162]",[2589]
1329,Thompson-Thompson,"517 Stephen Ford Suite 162
New Denise, FL 34954",S.r.l.,436-38-9592,"[{""year"": 2017, ""revenue"": 871318.06, ""profit"": 276580.3}, {""year"": 2020, ""revenue"": 525823.14, ""profit"": 44343.31}, {""year"": 2015, ""revenue"": 19231.18, ""profit"": 100201.89}]","[57, 60]","[61, 52, 53]","[48, 376]","[5162, 2643, 3734, 4463, 14735]","[4973, 2838, 1121]"
1330,Johnson-Contreras,"215 Melanie Hills
Aguirreton, KS 30340",S.r.l. a socio unico,352-70-9165,"[{""year"": 2021, ""revenue"": 214317.85, ""profit"": 359739.18}]","[37, 93]","[70, 29, 38, 77, 88, 60]","[743, 464]","[18890, 15564]",[1599]
