id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
809,"Phillips, Jones and Clements","179 Benjamin Rapids
Roberttown, FM 91178",S.n.C.,864-29-3142,"[{""year"": 2018, ""revenue"": 772352.31, ""profit"": 215181.31}, {""year"": 2015, ""revenue"": 455991.13, ""profit"": 249171.33}, {""year"": 2017, ""revenue"": 268256.0, ""profit"": 362983.66}]","[25, 55]","[55, 44, 57, 12, 39, 74, 50]","[969, 169, 659]","[8394, 15995, 1470, 6246]","[300, 2459]"
810,Hill-Pittman,"6793 Dean Burg
Suzanneberg, FM 55462",S.r.l.,294-47-2166,"[{""year"": 2017, ""revenue"": 857703.08, ""profit"": 486771.97}, {""year"": 2020, ""revenue"": 655610.8, ""profit"": 58456.25}, {""year"": 2022, ""revenue"": 750179.91, ""profit"": 211073.67}]","[91, 26, 88]","[7, 96, 98, 63, 92, 20, 87, 40, 24, 10]","[278, 442]","[13479, 3238, 12113, 8141, 15617]",[355]
811,"Clark, Brooks and Mclean","4412 Taylor Valleys
Samuelbury, NV 27775",Cooperative,584-56-5785,"[{""year"": 2019, ""revenue"": 41115.59, ""profit"": 416759.64}, {""year"": 2015, ""revenue"": 416987.12, ""profit"": 171531.65}, {""year"": 2022, ""revenue"": 809765.48, ""profit"": 259219.26}, {""year"": 2018, ""revenue"": 12503.94, ""profit"": 53204.05}]","[58, 45]","[37, 75, 23, 44, 14, 66, 88, 9, 65, 25]","[358, 350, 819]","[18366, 8622, 7079, 11840, 8666]","[2930, 1356]"
812,Walters Inc,"PSC 0767, Box 6105
APO AE 76270",S.r.l. a socio unico,118-11-7189,"[{""year"": 2019, ""revenue"": 212224.48, ""profit"": 264433.5}, {""year"": 2016, ""revenue"": 790281.92, ""profit"": 193619.94}, {""year"": 2020, ""revenue"": 250857.49, ""profit"": 309540.34}, {""year"": 2016, ""revenue"": 316950.75, ""profit"": 85309.67}]","[75, 69]","[66, 41, 48, 18, 69, 5, 97, 82]","[971, 411]","[618, 15458, 13945, 13284]","[2148, 3850, 455]"
813,"Morris, Pearson and Patrick","8637 Rivera Forges
Donaldstad, PW 07873",S.a.S.,598-47-3906,"[{""year"": 2016, ""revenue"": 834826.42, ""profit"": 262336.15}, {""year"": 2018, ""revenue"": 378111.39, ""profit"": 288097.9}, {""year"": 2022, ""revenue"": 404995.01, ""profit"": 374747.75}]",[1],"[30, 28, 71, 64, 53, 56]","[40, 257]",[5447],"[3311, 4961, 526]"
814,Le-West,"089 Tammy Station
Adamsburgh, FM 86446",S.p.A.,273-70-1793,"[{""year"": 2022, ""revenue"": 898246.1, ""profit"": 65837.88}]","[83, 88, 3]","[46, 18, 8, 86, 98, 85, 44]","[937, 536]","[7464, 15499, 322, 10031]","[3579, 3128]"
815,"James, Price and Hudson","2722 Steven Stravenue
South Michaelbury, CA 58348",Cooperative,361-81-6267,"[{""year"": 2021, ""revenue"": 747539.37, ""profit"": 194548.76}]","[60, 97, 12]","[91, 2, 70, 31, 84, 55, 57, 29]","[602, 672]","[4252, 4594, 15192]","[2504, 1435]"
816,Shepherd-Watson,"93117 Gallegos Pines Suite 203
Petersonmouth, IA 79754",S.r.l. a socio unico,399-51-6197,"[{""year"": 2019, ""revenue"": 221766.32, ""profit"": 165885.4}, {""year"": 2022, ""revenue"": 546585.64, ""profit"": 375143.64}]","[79, 10]","[53, 82, 8]","[726, 86, 831]","[9656, 14517, 11757, 12637, 10301]",[1398]
817,"Williams, Manning and Hall","11363 Joyce Rapids Apt. 097
Lawsonhaven, CO 78578",S.n.C.,227-50-1622,"[{""year"": 2021, ""revenue"": 179203.55, ""profit"": 100409.61}, {""year"": 2020, ""revenue"": 147555.47, ""profit"": 127589.95}, {""year"": 2021, ""revenue"": 851493.17, ""profit"": 444868.34}]","[58, 24]","[56, 59, 68, 91, 97, 93, 70]","[904, 326, 958]",[16304],"[674, 3950]"
818,Shepherd-Scott,"03962 Mcdonald Mountain Apt. 692
Codybury, WI 93306",S.n.C.,586-27-9713,"[{""year"": 2018, ""revenue"": 478064.37, ""profit"": 440087.42}, {""year"": 2022, ""revenue"": 903066.72, ""profit"": 263317.4}, {""year"": 2018, ""revenue"": 180067.27, ""profit"": 427873.17}, {""year"": 2015, ""revenue"": 798340.99, ""profit"": 421971.37}]","[45, 86]","[90, 75, 83, 96, 8, 52, 49, 28, 41]","[536, 683]","[11258, 9123, 2097, 12742, 2501]",[1022]
819,"Sanchez, Vaughan and Jordan","819 Ayala Estate
Loveburgh, MI 23976",S.p.A.,767-19-3169,"[{""year"": 2021, ""revenue"": 484474.99, ""profit"": 396466.15}]",[82],"[70, 89, 19, 87, 30, 28, 44, 49, 26, 59]","[936, 815, 919]","[3558, 12366]",[2652]
820,Smith Inc,"91138 Tran Cliffs Suite 637
South Sophia, KS 03434",S.a.S.,276-30-2928,"[{""year"": 2015, ""revenue"": 117086.22, ""profit"": 139561.27}, {""year"": 2023, ""revenue"": 495437.01, ""profit"": 292521.23}, {""year"": 2018, ""revenue"": 296317.47, ""profit"": 30459.53}, {""year"": 2016, ""revenue"": 110478.6, ""profit"": 409826.91}]",[39],"[76, 92, 74, 54, 81, 79, 100, 80, 29]","[840, 423, 171]","[4344, 11276, 742, 16304, 14794]","[4353, 825]"
821,Hughes PLC,"38279 Burke Corners Suite 535
Port Calvinton, AL 94720",S.a.S.,189-39-3145,"[{""year"": 2016, ""revenue"": 199666.29, ""profit"": 268279.71}, {""year"": 2021, ""revenue"": 589507.17, ""profit"": 468495.75}]","[85, 34, 7]","[18, 57, 6, 28, 20, 36, 49]",[191],"[10895, 18134, 10628]",[2767]
822,Wilson Group,"51513 Kendra Terrace
Clarkside, FM 19238",S.r.l.,093-88-0989,"[{""year"": 2021, ""revenue"": 259616.34, ""profit"": 45615.76}, {""year"": 2015, ""revenue"": 674334.11, ""profit"": 288503.23}, {""year"": 2016, ""revenue"": 305431.49, ""profit"": 134556.5}, {""year"": 2023, ""revenue"": 292980.57, ""profit"": 226612.32}]","[62, 28]","[13, 86, 61, 22, 45, 66]",[117],"[9646, 3633, 10973]",[4904]
823,Mitchell and Sons,"581 Cooper Mall Apt. 200
West Brent, AS 91956",Onlus,137-91-7226,"[{""year"": 2015, ""revenue"": 904658.79, ""profit"": 16781.9}, {""year"": 2017, ""revenue"": 618485.74, ""profit"": 361590.55}]","[83, 85, 53]","[35, 5, 8, 40, 78, 77, 42, 3, 69]","[583, 330, 411]","[16218, 266, 15844, 17330, 12338]","[4415, 2615, 4583]"
824,Hogan Group,"348 Contreras Hollow Apt. 226
Lake Robert, DC 67206",S.r.l. a socio unico,747-85-3601,"[{""year"": 2023, ""revenue"": 218922.83, ""profit"": 174069.39}, {""year"": 2021, ""revenue"": 961481.71, ""profit"": 451398.19}]","[4, 90]","[36, 41]",[474],"[18579, 2724, 659, 2372, 12410]","[2230, 833]"
825,"Mathis, Barber and Howell","69279 Terry Corner Suite 007
West Kennethburgh, NY 20248",S.p.A.,407-30-2740,"[{""year"": 2021, ""revenue"": 366124.57, ""profit"": 179466.57}, {""year"": 2020, ""revenue"": 632629.15, ""profit"": 424615.94}]","[78, 8, 92]","[14, 70, 20, 39, 44, 97, 63, 9, 48, 10]","[752, 557, 324]",[12963],"[594, 3610]"
826,Haynes Group,"480 Roberts Route
Brownville, LA 90761",S.r.l. a socio unico,703-02-6977,"[{""year"": 2021, ""revenue"": 515009.89, ""profit"": 1144.77}, {""year"": 2018, ""revenue"": 256437.47, ""profit"": 200974.59}]","[32, 77]","[84, 61, 45, 15, 33, 90, 52, 10, 51, 9]","[146, 725, 315]",[15770],"[4290, 4335, 4320]"
827,Horn-Johnson,"51306 Heather Mount Suite 090
North Joehaven, PR 34295",Cooperative,016-78-8894,"[{""year"": 2022, ""revenue"": 444630.14, ""profit"": 254382.55}]","[90, 35]","[14, 54]",[492],"[2075, 12634, 15363, 2997, 15511]","[3350, 2694]"
828,Mason-Dawson,"69354 Kenneth Ports
Port Deborah, GA 19112",S.r.l.,809-15-2163,"[{""year"": 2016, ""revenue"": 632692.1, ""profit"": 478622.89}, {""year"": 2017, ""revenue"": 878426.17, ""profit"": 273095.26}, {""year"": 2023, ""revenue"": 745764.69, ""profit"": 298486.11}, {""year"": 2021, ""revenue"": 895294.24, ""profit"": 304607.3}, {""year"": 2021, ""revenue"": 26792.63, ""profit"": 90736.4}]",[28],"[23, 29, 60, 22, 64]","[878, 190, 631]",[1326],[530]
829,Martinez-Finley,"4042 Carl Highway Suite 043
North Tammy, MN 73678",S.r.l.,429-21-4397,"[{""year"": 2015, ""revenue"": 369725.19, ""profit"": 71090.51}, {""year"": 2023, ""revenue"": 719042.99, ""profit"": 389179.86}, {""year"": 2019, ""revenue"": 975085.97, ""profit"": 414313.68}]","[3, 75, 21]","[76, 63, 73, 81, 14]",[618],"[13102, 13526, 1772, 8116]","[3813, 1316, 1808]"
830,Williams-Weiss,"07886 Hoffman Road
New Amanda, AK 14339",S.r.l.,212-84-3415,"[{""year"": 2015, ""revenue"": 334787.07, ""profit"": 14746.4}, {""year"": 2017, ""revenue"": 148289.33, ""profit"": 225406.2}]",[81],"[27, 90, 2, 9, 23, 24, 55]",[653],"[13386, 3355]","[671, 3250]"
831,Kaiser-Cobb,"3422 Madden Gardens
Loganview, NV 99946",S.n.C.,037-35-3691,"[{""year"": 2020, ""revenue"": 923206.48, ""profit"": 65362.65}]","[14, 48, 76]","[90, 96, 13, 31, 86, 85, 52]","[347, 123]","[8198, 2817, 2104]","[2104, 3961]"
832,"Marsh, King and Sandoval","7679 Mack Roads Suite 106
Pittsport, RI 97411",S.r.l.,868-71-4458,"[{""year"": 2018, ""revenue"": 426425.8, ""profit"": 17779.7}]","[78, 98, 36]","[40, 50, 51, 66, 100, 19, 67, 78, 94, 8]","[432, 578, 425]","[5914, 9371, 18537, 7325]","[4556, 907]"
833,Singleton-Roberts,"51415 Katie Spur Apt. 849
Deniseton, NC 49121",S.a.S.,724-08-3619,"[{""year"": 2017, ""revenue"": 990567.55, ""profit"": 93672.76}, {""year"": 2015, ""revenue"": 786128.18, ""profit"": 57822.27}, {""year"": 2022, ""revenue"": 645194.89, ""profit"": 470438.59}, {""year"": 2019, ""revenue"": 752163.92, ""profit"": 352716.41}, {""year"": 2021, ""revenue"": 911810.38, ""profit"": 289748.22}]",[2],"[71, 43]","[818, 391]","[3690, 15116, 15365, 17017]","[4198, 4504]"
834,Haney Group,"7458 Hamilton Plains Suite 612
East Brian, PW 34328",Onlus,832-27-1453,"[{""year"": 2018, ""revenue"": 899151.06, ""profit"": 362591.02}, {""year"": 2015, ""revenue"": 764603.78, ""profit"": 266471.15}, {""year"": 2018, ""revenue"": 912078.69, ""profit"": 49256.54}]","[90, 60, 66]","[49, 60, 81, 24]","[377, 908, 144]",[3735],[1430]
835,Mercer and Sons,"921 Jose Spring Apt. 097
West Marthahaven, ND 45211",S.r.l. a socio unico,669-59-1540,"[{""year"": 2018, ""revenue"": 25947.52, ""profit"": 476235.62}, {""year"": 2020, ""revenue"": 257822.92, ""profit"": 99006.25}, {""year"": 2017, ""revenue"": 715532.38, ""profit"": 485075.92}, {""year"": 2020, ""revenue"": 342202.66, ""profit"": 26697.68}, {""year"": 2021, ""revenue"": 979508.52, ""profit"": 170118.95}]",[14],"[43, 60, 40, 38, 63, 70]","[489, 521, 23]","[16196, 16897, 11912]",[3464]
836,Parker-Oconnell,"537 Sharon Light Suite 633
Burnston, IN 58406",S.n.C.,402-77-8911,"[{""year"": 2021, ""revenue"": 593720.04, ""profit"": 329027.53}]","[68, 4, 31]","[72, 80, 83]","[785, 139, 447]","[15, 13777]","[2825, 2243, 265]"
837,Figueroa LLC,"4797 Wilson Lake
Luishaven, MN 17603",Cooperative,127-18-1624,"[{""year"": 2023, ""revenue"": 561025.48, ""profit"": 493231.47}, {""year"": 2019, ""revenue"": 621644.92, ""profit"": 489692.3}]","[72, 22, 90]","[29, 96, 33]",[661],[1090],[3398]
838,Diaz-Taylor,"69193 Smith Pass Suite 474
New Daniel, WV 03074",S.n.C.,032-23-4071,"[{""year"": 2021, ""revenue"": 980553.2, ""profit"": 331969.57}, {""year"": 2019, ""revenue"": 701582.75, ""profit"": 87856.43}, {""year"": 2015, ""revenue"": 325770.75, ""profit"": 466481.78}, {""year"": 2022, ""revenue"": 494619.03, ""profit"": 47080.77}, {""year"": 2019, ""revenue"": 991587.74, ""profit"": 306436.35}]",[63],"[82, 49]","[895, 581, 720]","[8648, 10213, 16076, 14650, 16306]","[222, 2581, 1348]"
839,Scott-Scott,"440 Wyatt Brooks Suite 537
Adriennechester, WV 67985",S.n.C.,207-36-6389,"[{""year"": 2021, ""revenue"": 511036.39, ""profit"": 379189.65}, {""year"": 2021, ""revenue"": 821572.91, ""profit"": 261485.17}, {""year"": 2021, ""revenue"": 708836.24, ""profit"": 273575.96}]","[59, 93, 81]","[2, 5, 39, 6, 68, 74]",[986],"[10602, 3211, 15099, 7474]",[3498]
840,Castillo Inc,"880 Morgan Mission Apt. 576
Jimchester, DE 47007",S.r.l.,091-01-0861,"[{""year"": 2023, ""revenue"": 345423.69, ""profit"": 102706.44}]","[39, 11]","[75, 50, 26, 38, 20]","[556, 15]","[16029, 19534, 1474, 2680]","[4160, 4051, 3600]"
841,Walker-Huber,"407 Mcneil Keys Suite 147
Johnsonland, OR 02474",Cooperative,004-13-3320,"[{""year"": 2016, ""revenue"": 58638.95, ""profit"": 289634.28}, {""year"": 2019, ""revenue"": 965388.65, ""profit"": 174125.31}, {""year"": 2015, ""revenue"": 31335.71, ""profit"": 250892.7}, {""year"": 2018, ""revenue"": 99963.15, ""profit"": 50750.93}]","[34, 5]","[49, 72, 14]","[148, 418]","[18279, 4822, 5308]","[787, 3096]"
842,"Leonard, Blair and Nelson","74856 Oliver Hollow
Phillipsfort, AR 16442",S.n.C.,887-76-3248,"[{""year"": 2017, ""revenue"": 375204.5, ""profit"": 363492.48}, {""year"": 2017, ""revenue"": 438664.82, ""profit"": 379781.16}, {""year"": 2020, ""revenue"": 192685.05, ""profit"": 194335.05}]","[45, 5]","[7, 81, 71, 91, 31, 51, 79, 82, 4]",[754],"[756, 4474, 8594, 1096]","[2409, 4273]"
843,Burke-Murray,"09750 Kevin Place Suite 903
North Wandaburgh, WY 83886",Onlus,081-25-9323,"[{""year"": 2017, ""revenue"": 657646.03, ""profit"": 472899.19}, {""year"": 2016, ""revenue"": 908881.57, ""profit"": 199318.62}, {""year"": 2018, ""revenue"": 816367.82, ""profit"": 450755.97}, {""year"": 2016, ""revenue"": 466735.66, ""profit"": 412801.16}, {""year"": 2023, ""revenue"": 600024.61, ""profit"": 399825.27}]","[23, 49, 81]","[27, 75, 79, 69, 45, 59, 43, 1, 32, 73]",[10],"[653, 19756, 18692, 670, 3100]","[1799, 1330]"
844,Lee and Sons,"45323 Tyler Port Apt. 051
New Lori, ME 31595",S.p.A.,810-59-0443,"[{""year"": 2018, ""revenue"": 54861.76, ""profit"": 451328.79}, {""year"": 2018, ""revenue"": 20159.61, ""profit"": 359055.08}, {""year"": 2022, ""revenue"": 201174.59, ""profit"": 278643.43}]","[26, 2]","[4, 35, 38, 7, 96, 74, 11, 14, 87, 73]",[411],"[18357, 12660, 8372, 12051]",[2620]
845,"Decker, Ortiz and Boyd","Unit 8315 Box 9298
DPO AE 25173",S.r.l.,124-06-1818,"[{""year"": 2022, ""revenue"": 71240.67, ""profit"": 46906.32}, {""year"": 2018, ""revenue"": 65225.59, ""profit"": 436366.03}]","[53, 9, 69]","[40, 89, 30, 72, 57]","[241, 439]","[16389, 16060, 18283, 19230]","[302, 1027, 1177]"
846,Manning-Morton,"364 Jimenez Walks
New James, TX 99140",S.n.C.,464-07-9498,"[{""year"": 2018, ""revenue"": 692473.15, ""profit"": 414160.48}, {""year"": 2020, ""revenue"": 974348.8, ""profit"": 322587.86}]",[54],[56],"[101, 30, 785]","[9905, 7401, 927]","[4529, 917, 946]"
847,Ortiz and Sons,"244 Shannon Fields Suite 759
Port Kelly, AK 94146",Onlus,293-59-6648,"[{""year"": 2023, ""revenue"": 573850.2, ""profit"": 383372.51}, {""year"": 2017, ""revenue"": 930964.73, ""profit"": 452145.01}, {""year"": 2023, ""revenue"": 991102.55, ""profit"": 59356.0}, {""year"": 2019, ""revenue"": 285663.93, ""profit"": 18990.8}, {""year"": 2023, ""revenue"": 895514.46, ""profit"": 59575.0}]","[55, 79, 7]","[34, 18, 13, 41, 92]",[940],[14558],"[1768, 2367, 1753]"
848,Werner-Palmer,"PSC 9772, Box 9357
APO AA 32751",S.r.l. a socio unico,842-72-6778,"[{""year"": 2016, ""revenue"": 242096.86, ""profit"": 36062.78}, {""year"": 2018, ""revenue"": 814749.62, ""profit"": 361869.79}]","[88, 30]","[95, 39, 62, 19, 71, 73]",[505],"[3092, 6662, 486, 277]",[1135]
849,Bird-Solis,"119 Thompson Via Suite 007
Lewisfurt, WV 24929",S.r.l.,609-64-7116,"[{""year"": 2015, ""revenue"": 259939.42, ""profit"": 15695.23}, {""year"": 2020, ""revenue"": 110141.77, ""profit"": 407146.93}, {""year"": 2021, ""revenue"": 506860.76, ""profit"": 489390.9}, {""year"": 2019, ""revenue"": 861517.07, ""profit"": 257205.64}]","[43, 99]","[22, 46, 95]","[601, 693, 722]","[17229, 11166, 19353, 4639, 934]","[3895, 1481]"
850,"Meyers, Bernard and Thomas","2387 Smith Flats
Sharpmouth, FL 93973",Cooperative,090-17-7535,"[{""year"": 2016, ""revenue"": 916277.36, ""profit"": 111801.45}, {""year"": 2016, ""revenue"": 459151.99, ""profit"": 80558.19}]",[55],"[62, 71, 90, 68, 89, 55, 69, 38]",[442],"[14981, 10207]",[71]
851,"Williams, Bailey and Collins","44555 Dennis Lodge
West Samanthamouth, OK 30752",Onlus,673-47-3792,"[{""year"": 2018, ""revenue"": 701952.01, ""profit"": 316747.13}, {""year"": 2021, ""revenue"": 855882.68, ""profit"": 461697.35}]",[72],"[3, 24, 49, 5, 11, 42, 60, 73, 19, 22]","[832, 295]","[12752, 3132, 10866, 18905, 12649]",[1924]
852,Conway Group,"69143 David Squares
Stevenchester, OH 44262",S.r.l.,135-55-8175,"[{""year"": 2022, ""revenue"": 74009.49, ""profit"": 164415.56}, {""year"": 2023, ""revenue"": 325106.39, ""profit"": 134984.03}, {""year"": 2017, ""revenue"": 795340.11, ""profit"": 252995.74}, {""year"": 2018, ""revenue"": 490855.33, ""profit"": 303583.21}]",[50],"[48, 45, 16, 26, 30, 86, 8, 6]",[189],"[3927, 17117, 1095, 19732]",[4965]
853,Drake-Munoz,"72374 Roth Turnpike
Ashleymouth, MP 29314",S.p.A.,213-53-9304,"[{""year"": 2016, ""revenue"": 186681.9, ""profit"": 13799.92}, {""year"": 2021, ""revenue"": 579031.94, ""profit"": 40561.69}]","[23, 80, 98]","[77, 92, 87, 7, 22, 50, 94, 47, 8]","[536, 159, 747]","[5322, 10705, 13071, 19350]","[3564, 4675]"
854,Hartman Inc,"PSC 0117, Box 1601
APO AA 95328",S.p.A.,563-08-3773,"[{""year"": 2017, ""revenue"": 366012.31, ""profit"": 257404.21}]","[72, 98, 15]",[62],"[429, 613, 407]","[2134, 7812, 12207, 16262, 9038]","[4689, 2200]"
855,Mercado-Johnson,"70606 Dawn Tunnel
North Teresabury, OK 32935",Onlus,365-53-9168,"[{""year"": 2020, ""revenue"": 727501.7, ""profit"": 332946.85}, {""year"": 2022, ""revenue"": 848970.24, ""profit"": 165812.55}, {""year"": 2015, ""revenue"": 820412.64, ""profit"": 386650.08}, {""year"": 2017, ""revenue"": 886652.53, ""profit"": 145016.34}]",[69],"[70, 41, 82, 50, 94, 88, 44, 12, 19, 71]","[537, 790]","[9307, 13898, 13863]",[2247]
856,"Hickman, Graham and Barker","919 Clark Turnpike Suite 195
West Lisa, OK 04512",S.a.S.,289-21-7189,"[{""year"": 2017, ""revenue"": 830564.94, ""profit"": 44085.13}]","[32, 65]",[55],"[8, 890]","[18557, 12723, 8419, 1060, 9654]","[1027, 1400]"
857,Cochran Group,"4223 Daniel Mews Suite 006
New Debrastad, FL 37404",S.p.A.,557-27-3038,"[{""year"": 2017, ""revenue"": 464158.79, ""profit"": 314962.96}, {""year"": 2015, ""revenue"": 164278.84, ""profit"": 40869.47}, {""year"": 2018, ""revenue"": 656154.21, ""profit"": 249740.46}, {""year"": 2022, ""revenue"": 419836.34, ""profit"": 107640.48}]",[94],"[12, 77, 96, 25, 20, 92, 48, 88, 55, 6]","[621, 89, 472]",[13905],[391]
858,Henderson PLC,"36001 Mueller Station Apt. 462
Austinchester, ND 28082",S.n.C.,796-61-4260,"[{""year"": 2019, ""revenue"": 233558.3, ""profit"": 116604.29}, {""year"": 2021, ""revenue"": 254992.92, ""profit"": 377903.67}, {""year"": 2021, ""revenue"": 498420.94, ""profit"": 315014.2}, {""year"": 2019, ""revenue"": 290152.18, ""profit"": 152474.11}]","[40, 86]","[60, 35, 88, 64, 76, 80, 98, 59, 82, 84]","[73, 430]","[4646, 12427, 18866, 3847]",[1594]
859,"Marquez, Spencer and Harrell","PSC 7272, Box 2532
APO AP 17012",S.a.S.,395-73-5054,"[{""year"": 2020, ""revenue"": 462626.45, ""profit"": 342084.45}, {""year"": 2023, ""revenue"": 160447.92, ""profit"": 308454.57}, {""year"": 2021, ""revenue"": 961560.34, ""profit"": 252217.64}, {""year"": 2020, ""revenue"": 751304.87, ""profit"": 101687.85}, {""year"": 2016, ""revenue"": 523509.84, ""profit"": 328653.65}]","[46, 88]","[70, 39, 71]","[108, 149, 231]","[17144, 14391, 1303]","[4995, 3028]"
860,Huff PLC,"3413 Estrada Vista Suite 591
Chrismouth, ID 62666",S.p.A.,336-31-0209,"[{""year"": 2017, ""revenue"": 66981.37, ""profit"": 314846.43}, {""year"": 2021, ""revenue"": 992593.38, ""profit"": 128555.77}, {""year"": 2020, ""revenue"": 176689.63, ""profit"": 322603.07}]","[25, 85, 8]","[69, 76, 56, 100, 50, 58, 98, 18, 71]",[584],"[650, 7984, 7579, 2652, 9966]",[2409]
861,Allen-Pierce,"857 Mckenzie Ville Apt. 486
Alexborough, PA 09835",S.r.l.,626-63-3387,"[{""year"": 2022, ""revenue"": 194912.88, ""profit"": 437793.72}, {""year"": 2016, ""revenue"": 246441.85, ""profit"": 22777.95}, {""year"": 2023, ""revenue"": 222612.97, ""profit"": 241297.27}, {""year"": 2018, ""revenue"": 877442.31, ""profit"": 326132.13}]","[95, 15]","[22, 37, 29, 15, 62]","[839, 902]","[18009, 15726, 8118, 15850, 1347]","[4039, 4634, 2255]"
862,Chandler Group,"5091 Caldwell Club
Jonesbury, FL 52695",Onlus,087-51-7674,"[{""year"": 2018, ""revenue"": 599547.94, ""profit"": 82512.16}, {""year"": 2021, ""revenue"": 562052.68, ""profit"": 134331.07}, {""year"": 2022, ""revenue"": 549349.05, ""profit"": 23092.07}]","[30, 51]","[39, 82, 15]","[763, 891, 222]","[11253, 15301, 9765]",[3002]
863,"Martinez, Robles and Brown","Unit 9700 Box 5410
DPO AA 09645",Cooperative,403-41-3463,"[{""year"": 2019, ""revenue"": 559569.76, ""profit"": 304865.22}, {""year"": 2019, ""revenue"": 511230.12, ""profit"": 311250.53}, {""year"": 2017, ""revenue"": 611383.43, ""profit"": 131169.25}, {""year"": 2017, ""revenue"": 503618.91, ""profit"": 151728.56}, {""year"": 2019, ""revenue"": 892975.27, ""profit"": 23305.17}]",[87],"[91, 29, 42, 63, 88, 82, 81]","[490, 849]","[6649, 16219]",[572]
864,"Simpson, Williams and Sanchez","610 Amy Trace Apt. 872
Lake Henrytown, OK 35144",S.r.l.,028-33-6192,"[{""year"": 2019, ""revenue"": 303245.0, ""profit"": 319475.27}]",[62],"[70, 89, 91, 15, 10, 71, 43, 25, 14]",[502],"[7155, 8086]","[4060, 2087, 449]"
865,Baker Inc,"234 Roberts Islands Apt. 777
Cantuhaven, MT 92904",S.n.C.,696-28-0857,"[{""year"": 2021, ""revenue"": 203252.83, ""profit"": 407070.77}, {""year"": 2017, ""revenue"": 478128.11, ""profit"": 475122.37}, {""year"": 2016, ""revenue"": 919230.38, ""profit"": 306981.38}]","[74, 33]","[93, 13, 40, 36]","[165, 316]","[4170, 1818]","[569, 3623, 1631]"
866,"Harmon, Hamilton and Morse","14235 Martinez Rapids
Bakertown, PW 18774",Cooperative,558-25-1750,"[{""year"": 2015, ""revenue"": 158276.81, ""profit"": 164332.75}]","[80, 98, 2]","[19, 70, 34, 3, 65, 87, 90, 29, 57, 50]","[83, 333]","[9442, 1898, 16308]",[2308]
